configuration,project,class,round,killed_mutants,total_mutants,mutation_score_percent
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,9,726,976,74
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,10,746,976,76
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,1,229,828,28
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,2,257,828,31
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,3,293,828,35
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,4,246,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,5,250,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,6,258,828,31
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,7,293,828,35
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,8,248,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,9,299,828,36
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,10,255,828,31
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,1,50,62,81
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,2,51,62,82
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,3,52,62,84
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,4,51,62,82
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,5,52,62,84
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,6,53,62,85
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,7,50,62,81
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,8,53,62,85
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,9,49,62,79
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,10,48,62,77
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,1,135,205,66
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,2,156,205,76
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,3,164,205,80
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,4,161,205,79
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,5,168,205,82
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,6,168,205,82
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,7,161,205,79
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,8,164,205,80
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,9,159,205,78
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,10,166,205,81
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,1,47,126,37
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,2,62,126,49
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,3,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,4,67,126,53
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,5,59,126,47
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,6,66,126,52
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,7,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,8,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,9,61,126,48
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,10,63,126,50
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,1,247,372,66
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,2,249,372,67
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,3,244,372,66
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,4,252,372,68
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,5,248,372,67
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,6,225,372,60
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,7,238,372,64
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,8,247,372,66
