,TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10,CoverageTimeline_T11,CoverageTimeline_T12,CoverageTimeline_T13,CoverageTimeline_T14,CoverageTimeline_T15,CoverageTimeline_T16,CoverageTimeline_T17,CoverageTimeline_T18
0,jgaapGUI,BRANCH;OUTPUT,output_180,574646859,23,20,4,19,364,155750,0,18765,202685,9,11,27,30,20,0.9130434782608696,0.8260869565217391,0.7455224060488698,0.7856008902654453,0.8245110932988848,0.8461299042032745,0.8663067614971197,0.8876236941006103,0.9083293638409357,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
1,jgaapGUI,BRANCH;OUTPUT,output_180,2302576180,23,20,4,19,101,52635,0,5202,237415,9,11,29,48,20,0.9130434782608696,0.8260869565217391,0.7391304347826086,0.7391304347826086,0.7597070115090737,0.814384798837193,0.8487508164598302,0.8664999432027944,0.8695652173913043,0.8695652173913043,0.8825954191934765,0.8913043478260869,0.8913043478260869,0.9037722853025816,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
2,jgaapGUI,BRANCH;OUTPUT,output_180,4289430376,23,20,4,19,236,118280,0,12161,203074,9,11,27,30,20,0.9130434782608696,0.8260869565217391,0.7660866844425096,0.8309169747000976,0.8771060949204847,0.8976582740045046,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
3,jgaapGUI,BRANCH;OUTPUT,output_180,1294953122,23,20,4,19,89,67677,0,4592,218908,9,11,29,49,20,0.9130434782608696,0.8260869565217391,0.7608695652173914,0.7933725912121271,0.8462457504697564,0.8695652173913043,0.8786557260192782,0.8913043478260869,0.8921007431928721,0.9085212662193716,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
4,jgaapGUI,BRANCH;OUTPUT,output_180,1265769166,23,20,4,19,126,72722,0,6528,212036,9,11,28,40,20,0.9130434782608696,0.8260869565217391,0.7608695652173914,0.8207428910734315,0.8636316190935003,0.8695652173913043,0.8883809833980816,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
5,jgaapGUI,BRANCH;OUTPUT,output_180,2518892696,23,20,4,19,189,113030,0,9595,217874,9,11,28,32,20,0.9130434782608696,0.8260869565217391,0.7391304347826086,0.7920156850136928,0.8382751247327156,0.8790737705593121,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8924541239333214,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
6,jgaapGUI,BRANCH;OUTPUT,output_180,2420285463,23,20,4,19,231,99231,0,11858,208367,9,11,27,30,20,0.9130434782608696,0.8260869565217391,0.7535402721662746,0.8637304356325405,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
7,jgaapGUI,BRANCH;OUTPUT,output_180,222919249,23,20,4,19,140,71565,0,7180,227947,9,11,28,31,20,0.9130434782608696,0.8260869565217391,0.7608695652173914,0.8198700017785826,0.8260869565217391,0.8260869565217391,0.8863754872991831,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
8,jgaapGUI,BRANCH;OUTPUT,output_180,1412538972,23,20,4,19,127,59945,0,6593,222680,9,11,29,32,20,0.9130434782608696,0.8260869565217391,0.7391304347826086,0.7552179541628503,0.7908199746280706,0.8407350431189364,0.8878234598712729,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
9,jgaapGUI,BRANCH;OUTPUT,output_180,875978293,23,20,4,19,154,85855,0,7834,217476,9,11,28,31,20,0.9130434782608696,0.8260869565217391,0.7608695652173914,0.7735922769284547,0.8075367950573861,0.8592832830261383,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8976169613991773,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9130434782608696
