,TARGET_CLASS,criterion,configuration_id,Random_Seed,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Total_Branches_Real,Coverage,BranchCoverage,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10,CoverageTimeline_T11,CoverageTimeline_T12,CoverageTimeline_T13,CoverageTimeline_T14,CoverageTimeline_T15,CoverageTimeline_T16,CoverageTimeline_T17,CoverageTimeline_T18
13,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,3254397497,73,52,23,68,1192,775179,0,61572,233378,21,34,79,109,52,0.9315068493150684,0.9315068493150684,0.6507755158000226,0.8876367247734217,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
14,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,2668378924,73,52,23,68,593,459111,0,29385,246400,22,36,82,118,52,0.9315068493150684,0.9315068493150684,0.6900269624317327,0.8635170674325768,0.9129837146263536,0.9266712502998796,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
15,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,781724670,73,52,23,68,1129,838261,0,56542,241218,23,34,84,108,52,0.9315068493150684,0.9315068493150684,0.8349082373889641,0.9041095890410958,0.9253809541081784,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
16,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,1286293165,73,52,23,68,1590,877129,0,82146,227952,23,34,86,109,52,0.9315068493150684,0.9315068493150684,0.7674103888827721,0.922553273633366,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
17,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,2517304768,73,52,23,68,1479,727416,0,76598,229321,20,34,79,110,52,0.9315068493150684,0.9315068493150684,0.7878030940095239,0.927573102472798,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
18,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,3962669855,73,52,23,68,1075,641438,0,55667,242188,21,35,81,116,52,0.9315068493150684,0.9315068493150684,0.7898641259013476,0.9141548006028208,0.9276875336779428,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
19,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,BRANCH,branch_180,2628251531,73,52,23,68,1528,697308,0,79219,233488,22,35,76,108,52,0.9315068493150684,0.9315068493150684,0.7642190633159165,0.9265881762129284,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.9315068493150684
20,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,2382479646,69,54,17,64,1480,942687,0,74592,212497,18,28,57,78,54,0.927536231884058,0.927536231884058,0.8424130926008677,0.9225767014787551,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
21,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,659331796,69,54,17,64,1041,660950,0,53739,228362,18,29,57,88,54,0.927536231884058,0.927536231884058,0.8203040173724212,0.9204978604115124,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
22,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,4067274075,69,54,17,64,1389,910570,0,71624,219518,20,32,69,99,54,0.927536231884058,0.927536231884058,0.8982179056609483,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
23,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,2326779272,69,54,17,64,1415,926097,0,72897,225289,19,30,66,92,54,0.927536231884058,0.927536231884058,0.8714383716690599,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
24,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,1982172464,69,54,17,64,1396,680873,0,72111,227984,20,30,69,91,54,0.927536231884058,0.927536231884058,0.8096945916441325,0.9177631020491316,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
25,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,34341807,69,54,17,64,1604,874806,0,82876,228864,20,28,64,78,54,0.927536231884058,0.927536231884058,0.7988074515268886,0.9239692534875592,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
26,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,3144218613,69,54,17,64,1443,992353,0,73353,217494,20,30,71,92,54,0.927536231884058,0.927536231884058,0.8746456384454087,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
27,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,1924856400,69,54,17,64,1546,1099341,0,79871,231523,18,27,58,82,54,0.927536231884058,0.927536231884058,0.8522478165993379,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
28,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,2473868691,69,54,17,64,785,486549,0,40571,248770,18,26,56,71,54,0.927536231884058,0.927536231884058,0.767861404094879,0.9131326201978376,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
29,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,BRANCH,branch_180,2461466011,69,54,17,64,1320,875332,0,67945,232639,20,32,64,97,54,0.927536231884058,0.927536231884058,0.8530513328927076,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
30,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,1694666920,51,40,15,4,441,95358,0,22150,209806,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0698419745256593,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
31,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,4223622349,51,40,15,4,128,29380,0,6485,242840,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0588235294117647,0.075447805617187,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
32,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,1097958047,51,40,15,4,304,66307,0,15310,210430,3,4,7,9,40,0.0784313725490196,0.0784313725490196,0.0707405961213067,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
33,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,1084300758,51,40,15,4,227,49346,0,11425,233192,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0618976154744038,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
34,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,2957437035,51,40,15,4,207,45371,0,10368,238028,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0650276209555029,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
35,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,942293591,51,40,15,4,188,41689,0,9504,237662,3,4,6,9,40,0.0784313725490196,0.0784313725490196,0.0588235294117647,0.0783356103457228,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
36,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,3408192032,51,40,15,4,237,51852,0,11956,222209,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.066095722171291,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
37,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,3318479416,51,40,15,4,166,37846,0,8335,249191,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0600905699335976,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
38,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,389541885,51,40,15,4,159,36171,0,8015,238876,3,4,6,8,40,0.0784313725490196,0.0784313725490196,0.0616281017829412,0.07773707577017,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
39,net.sourceforge.squirrel_sql.client.preferences.GlobalPreferencesSheet,BRANCH,branch_180,1587152326,51,40,15,4,173,39191,0,8665,244667,3,4,7,9,40,0.0784313725490196,0.0784313725490196,0.0631911273964535,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.0784313725490196
40,net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,BRANCH,branch_180,4070478531,21,20,2,20,623,216353,0,32121,215029,7,10,36,48,20,0.9523809523809524,0.9523809523809524,0.3809523809523809,0.3809523809523809,0.3872684754040686,0.4285714285714285,0.4285714285714285,0.4755523412462066,0.4761904761904761,0.7963611280408582,0.8095238095238095,0.8985464448600584,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9217032967032966,0.9523809523809524,0.9523809523809524,0.9523809523809524
41,net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,BRANCH,branch_180,4138986296,21,20,2,21,118,53973,0,6128,154598,7,10,35,53,20,1.0,1.0,0.4000792330243245,0.5637524884630979,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7469653638385764,0.7934392787812983,0.9005108627494375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,BRANCH,branch_180,1814771321,21,20,2,20,705,195199,0,36535,206291,8,10,35,41,20,0.9523809523809524,0.9523809523809524,0.3809523809523809,0.3966353814595873,0.4761904761904761,0.4965128767945669,0.8161294285525283,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524
43,net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,BRANCH,branch_180,2050988702,21,20,2,20,593,170029,0,30729,227110,7,9,33,38,20,0.9523809523809524,0.9523809523809524,0.4617261254386421,0.6666666666666666,0.6666666666666666,0.7130450597917519,0.9079122577963118,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524
44,net.sourceforge.squirrel_sql.fw.gui.CascadeInternalFramePositioner,BRANCH,branch_180,2488657873,21,20,2,19,478,169209,0,24656,230141,6,9,28,41,20,0.9523809523809524,0.9047619047619048,0.5714285714285714,0.7050084289520908,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8987839527219001,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524,0.9523809523809524
